question_id,strategy,question,answer,golden_answer,quality,f1,exact_match,key_fact_recall,latency_s,prompt_tokens,completion_tokens,total_tokens,cost_usd,failure_note
q-polars-002,ensemble,I want to apply a custom Python function to every row in a Polars column. What's the current method name?,"## Applying a Custom Python Function Per Row in Polars  The current method is **`map_elements()`**.  > `apply` has been gone for a while. The replacement is `map_elements` for per-row Python calls. > — *Does pl.col().apply() still work? [github]*  ### Basic Usage  ```python def my_fn(value):     return some_operation(value)  out = df.select(     pl.col(""x"").map_elements(my_fn, return_dtype=pl.Float64) ) ``` — *User-Defined Functions (UDFs) [polars-docs]*  ### Key Things to Know  - **Always pass ","Use `map_elements` for per-row Python functions, or `map_batches` when you want the whole Series passed at once. The old `apply` method was deprecated in 0.18 and removed in 0.20+. Always pass `return_dtype=...` — for example `pl.col(""x"").map_elements(my_fn, return_dtype=pl.Float64)`.",1.0,0.35,0.0,0.25,37.551,9528,748,10276,0.04276,"Agent answer covers all key facts: map_elements for per-row, map_batches for whole-Series, apply removed in 0.20+, and r"
q-polars-003,ensemble,How do I compute a running total over a column in the current Polars release?,"Use **`pl.col(""amount"").cum_sum()`** to compute a running total — the old `cumsum()` name was deprecated in Polars 0.19.14 and **removed in 1.0**, so the new snake-cased form is required in all current releases. For example:  ```python df.with_columns(pl.col(""amount"").cum_sum().alias(""running_total"")) ```  The same snake-case rename applies to the whole family: `cum_prod`, `cum_max`, `cum_min`, and `cum_count`. [cumsum deprecation warning in 1.3? (pola-rs/polars GitHub Discussions, @stinodego)]","Use `cum_sum` (snake_cased) — for example `pl.col(""amount"").cum_sum()`. The old `cumsum` name was deprecated in 0.19.14 and removed in 1.0 as part of snake-casing the whole `cum_*` family (`cum_sum`, `cum_prod`, `cum_min`, `cum_max`, `cum_count`).",1.0,0.608,0.0,0.0,37.186,8805,696,9501,0.03905,"Answer fully matches golden: correct method cum_sum, notes removal in 1.0, covers whole cum_* family."
q-polars-004,ensemble,I'm reshaping a wide DataFrame to long format and `df.melt(...)` is throwing AttributeError on Polars 1.4. What's the right API?,"## `melt` Was Renamed to `unpivot` in Polars 1.0  You're hitting this error because **`melt` was renamed to `unpivot`** as part of the Polars 1.0 stabilization release (July 2024), aligning with the pivot/unpivot convention used in SQL and Spark.  ### Updated API  Replace your old call: ```python # ❌ Old (Polars < 1.0) df.melt(id_vars=[""date""], value_vars=[""a"", ""b"", ""c""]) ```  With the new one: ```python # ✅ New (Polars 1.0+) df.unpivot(     on=[""a"", ""b"", ""c""],     index=[""date""],     variable_n","`melt` was renamed to `unpivot` in Polars 1.0. Use `df.unpivot(on=[""a"",""b"",""c""], index=[""date""], variable_name=""variable"", value_name=""value"")`. Note the parameter renames too: `id_vars` became `index` and `value_vars` became `on`.",1.0,0.413,0.0,0.0,40.254,8558,758,9316,0.03981,"Answer correctly identifies unpivot replacing melt, id_vars→index, value_vars→on, with matching example code."
q-polars-005,ensemble,"I have a 120 GB NDJSON file and want to filter, group, and write out to Parquet without blowing up memory. What's the right pattern?","Here's the right pattern for your 120 GB NDJSON pipeline:  ---  ## Memory-Safe NDJSON → Filter → Group By → Parquet  ### The Core Pattern  ```python import polars as pl  (     pl.scan_ndjson(""huge_file.ndjson"")          # 1. Lazy scan — nothing read yet     .filter(pl.col(""status"") == ""active"")        # 2. Filter (predicate pushdown)     .group_by(""category"")                        # 3. Group by     .agg(pl.col(""amount"").sum())                 # 4. Aggregate     .sink_parquet(""output.parquet"")  ","Use `sink_parquet` directly on the LazyFrame instead of `collect().write_parquet(...)`. Only `sink_*` APIs guarantee end-to-end chunked execution to disk; `collect(engine=""streaming"")` still materializes the final result in memory before writing. Also check `lf.show_graph(engine=""streaming"")` to ver",1.0,0.252,0.0,0.0,39.318,12808,1551,14359,0.06614,"Agent answer covers all key facts: sink_parquet for streaming writes, collect(engine='streaming') still materializes, sh"
q-polars-006,ensemble,"Does Polars have an official plugin API for writing custom expressions in Rust, or do I have to use map_elements?","## Yes — Polars Has an Official Plugin API for Rust  You do **not** have to use `map_elements`. Polars has a stable, official plugin API specifically designed for writing custom expressions in Rust.  ### Key Details  - The **Polars plugin API became stable as of version 1.0**, so it is officially supported going forward. *(Official plugin API for custom expressions? [github @ 2026-04-16])* - Plugins are written in Rust (or any language that emits a `cdylib` exposing the Polars Arrow ABI) and reg","Yes — the Polars plugin API is stable as of 1.0. Register Rust (or any cdylib) extensions via `polars.plugins.register_plugin_function(plugin_path=..., function_name=..., args=..., is_elementwise=...)`. Use the `pyo3-polars` cookiecutter template. Plugins are roughly 10-100x faster than `map_element",1.0,0.31,0.0,0.2,36.188,9803,1007,10810,0.04813,"Agent answer covers all key facts: register_plugin_function, stable since 1.0, pyo3-polars template, 10-100x faster, opt"
q-polars-007,ensemble,"What's the difference between `.over()` with `mapping_strategy=""explode""` vs the default, and when would I use each?","## `.over()` Mapping Strategies: `explode` vs Default (`group_to_rows`)  Based on the **Window Functions** documentation:  ---  ### Default: `group_to_rows`  Results are mapped back to their **original row positions** — each row gets the value corresponding to its original location in the DataFrame.  ```python result = athletes.select(     pl.col(""athlete"", ""rank"").sort_by(pl.col(""rank"")).over(pl.col(""country"")),     pl.col(""country""), ) ```  ---  ### `mapping_strategy=""explode""`  Rows are **reo","With the default `mapping_strategy=""group_to_rows""`, window-function results stay aligned with their original row positions. With `mapping_strategy=""explode""`, rows belonging to the same partition are grouped together and reordered; this skips position tracking and is typically faster, but reorders ",1.0,0.437,0.0,0.0,38.455,10759,871,11630,0.04872,"Answer correctly covers all key facts: group_to_rows is default, preserves row positions; explode reorders by partition "
q-polars-008,ensemble,"For an asof join on trades vs quotes where both are sorted by (stock, time) but not globally, does Polars require a global sort?","## No, Global Sort Is Not Required  Polars does **not** require a global sort for `join_asof` when you use the `by=` parameter.  As explained by a Polars maintainer:  > ""with `by=""stock""`, the `on` column only needs to be sorted **within each `by` group**, not globally. That's exactly the usecase."" > > — *join_asof on partially sorted data (GitHub Discussion #18402)*  So for your trades vs. quotes scenario, since your data is already sorted by `(stock, time)`, the time column is sorted within ea","No — when you pass `by=""stock""` to `join_asof`, the `on` column only needs to be sorted within each `by` group, not globally. Use `df_trades.join_asof(df_quotes, on=""time"", by=""stock"")`. Pass `check_sortedness=False` to skip the validation pass if your data is already sorted. Rows that exceed `toler",1.0,0.463,0.0,0.0,38.251,9560,827,10387,0.04413,"Answer covers all key facts: by= relaxes to within-group sort, correct join_asof syntax, check_sortedness=False, and tol"
q-polars-009,ensemble,What's the best way to fill missing numeric values in between known values with interpolated estimates?,"## Interpolating Missing Numeric Values in Polars  The recommended approach is to use **`interpolate()`** directly on the column:  ```python df.with_columns(pl.col(""col2"").interpolate()) ```  This performs **linear interpolation between neighboring non-null values** for numeric columns.  ### Important Behavior to Know  - **Interior nulls** (between known values) will be filled with interpolated estimates ✅ - **Leading/trailing nulls** (at the beginning or end of the series, where there is no anc","Use `pl.col(""x"").interpolate()` — it performs linear interpolation between neighboring non-null values on numeric columns. Note that leading and trailing nulls are left as null because there is no anchor to interpolate from. This is distinct from `fill_null(strategy=""forward""|""backward"")`, which car",1.0,0.398,0.0,0.0,22.978,2960,651,3611,0.0215,"Answer covers all key facts: interpolate() usage, leading/trailing nulls stay null, numeric columns, and distinction fro"
q-polars-010,ensemble,"What's the difference between how Polars handles null and NaN in a floating-point column, and how do they behave in aggregations like mean?","## Null vs. NaN in Polars Floating-Point Columns  ### Conceptual Difference  These are two **distinct concepts** in Polars:  - **`null`** represents **missing data** and is supported across *all* dtypes, tracked via a validity bitmap - **`NaN`** (Not a Number) is a **valid floating-point value** per IEEE 754 — it is *not* considered missing data  > *""This is not to be conflated with the special value `NaN` in floating number data types.""* > — **DataFrame, Series, and Data Types**  ---  ### Behav","Null represents missing data and is tracked via a per-column validity bitmap — it is counted by `null_count` and skipped in aggregations like `mean`/`sum`. NaN is a valid floating-point value, is NOT counted by `null_count`, and propagates through aggregations (mean of a column containing NaN is NaN",1.0,0.404,0.0,0.0,24.461,4197,1130,5327,0.03311,"Agent answer covers all key facts: validity bitmap, null_count ignoring NaN, null skipped/NaN propagates in aggregations"
q-polars-001,thin_harness,What's the correct way to group a DataFrame by a column and sum another column in recent Polars? I keep seeing `groupby` in old StackOverflow answers but it doesn't work.,"You're right to be confused — **`groupby` was renamed to `group_by` (with an underscore) in Polars 0.19 (September 2023)** and fully removed shortly after, so any answer using `groupby` is outdated. The correct modern syntax for grouping and summing is:  ```python df.group_by(""category"").agg(pl.col(""amount"").sum()) ```  As confirmed by Polars maintainer `@ritchie46`, on **Polars 0.20+** calling `df.groupby(...)` will raise an `AttributeError`, so make sure to update all call sites to use the sna","Use `group_by` (with an underscore). The method was renamed from `groupby` to `group_by` in Polars 0.19 and the old name was removed shortly after. Correct usage: `df.group_by(""user_id"").agg(pl.col(""amount"").sum())`.",1.0,0.479,0.0,0.0,21.47,6931,351,7282,0.02853,"Answer correctly identifies group_by with underscore, removal after 0.19, and shows correct df.group_by(col).agg(pl.col("
q-polars-002,thin_harness,I want to apply a custom Python function to every row in a Polars column. What's the current method name?,"The current method for applying a custom Python function to every row in a Polars column is **`map_elements()`**. The older `apply()` method was deprecated in v0.18 and fully removed in v0.20+, so you should use `pl.col(""x"").map_elements(my_fn, return_dtype=pl.Float64)` instead. Note that `map_elements` is slow since it calls Python once per row — if possible, prefer a vectorized expression or `map_batches()` with a NumPy ufunc for better performance.","Use `map_elements` for per-row Python functions, or `map_batches` when you want the whole Series passed at once. The old `apply` method was deprecated in 0.18 and removed in 0.20+. Always pass `return_dtype=...` — for example `pl.col(""x"").map_elements(my_fn, return_dtype=pl.Float64)`.",1.0,0.565,0.0,0.0,20.486,6914,354,7268,0.02823,"Agent answer covers all key facts: map_elements, map_batches, apply removal in 0.20+, and return_dtype example."
q-polars-003,thin_harness,How do I compute a running total over a column in the current Polars release?,"Use **`pl.col(""amount"").cum_sum()`** to compute a running total. The old `cumsum()` name was deprecated in Polars 0.19.14 and fully **removed in 1.0**, so you must use the snake-cased form `cum_sum()` in all current releases. For example:  ```python df.with_columns(     pl.col(""amount"").cum_sum().alias(""running_total"") ) ```  If you need a running total *within groups*, you can combine it with `.over()`, e.g. `pl.col(""amount"").cum_sum().over(""group_col"")`.","Use `cum_sum` (snake_cased) — for example `pl.col(""amount"").cum_sum()`. The old `cumsum` name was deprecated in 0.19.14 and removed in 1.0 as part of snake-casing the whole `cum_*` family (`cum_sum`, `cum_prod`, `cum_min`, `cum_max`, `cum_count`).",1.0,0.479,0.0,0.0,18.486,6580,367,6947,0.0274,"Answer correctly identifies cum_sum, removal in 1.0, and snake-casing, matching all key facts."
q-polars-004,thin_harness,I'm reshaping a wide DataFrame to long format and `df.melt(...)` is throwing AttributeError on Polars 1.4. What's the right API?,"`df.melt()` was **renamed to `df.unpivot()`** in Polars 1.0 as part of the 1.0 stabilization effort to align with SQL/Spark conventions — that's why you're seeing the `AttributeError` in 1.4. The parameter names also changed: **`id_vars` → `index`** and **`value_vars` → `on`**.  Here's the corrected call:  ```python # Old (Polars < 1.0) ❌ df.melt(id_vars=[""date""], value_vars=[""a"", ""b"", ""c""])  # New (Polars 1.0+) ✅ df.unpivot(on=[""a"", ""b"", ""c""], index=[""date""], variable_name=""variable"", value_nam","`melt` was renamed to `unpivot` in Polars 1.0. Use `df.unpivot(on=[""a"",""b"",""c""], index=[""date""], variable_name=""variable"", value_name=""value"")`. Note the parameter renames too: `id_vars` became `index` and `value_vars` became `on`.",1.0,0.411,0.0,0.0,20.216,6868,445,7313,0.02988,"Agent answer correctly identifies unpivot replacing melt, id_vars→index, value_vars→on, with correct example code."
q-polars-005,thin_harness,"I have a 120 GB NDJSON file and want to filter, group, and write out to Parquet without blowing up memory. What's the right pattern?","Here is the complete, authoritative pattern for your 120 GB NDJSON pipeline:  ---  ## The Right Pattern: Lazy Scan → Filter → Group By → `sink_parquet`  The core principle is **never materialize the full dataset**. Use the lazy API end-to-end and terminate with a **sink**, not a collect + write.  ```python import polars as pl  (     pl.scan_ndjson(""huge_file.ndjson"")          # 1. Lazy scan — reads nothing yet     .filter(pl.col(""status"") == ""active"")        # 2. Filter — pushed down to the read","Use `sink_parquet` directly on the LazyFrame instead of `collect().write_parquet(...)`. Only `sink_*` APIs guarantee end-to-end chunked execution to disk; `collect(engine=""streaming"")` still materializes the final result in memory before writing. Also check `lf.show_graph(engine=""streaming"")` to ver",0.95,0.152,0.0,0.0,32.556,9324,1348,10672,0.05389,"Covers all key facts: sink_parquet for streaming writes, collect() still materializes, show_graph for debugging, streami"
q-polars-006,thin_harness,"Does Polars have an official plugin API for writing custom expressions in Rust, or do I have to use map_elements?","This question is about the Polars data library (a Python/Rust DataFrame library), which is unrelated to GitLab's People-Ops handbook or internal Slack threads. Neither the GitLab Handbook nor the People-Ops Slack tools I have access to would contain information about Polars' plugin API.  **Here's what I can tell you from general knowledge:**  Yes, Polars does have an **official plugin API** for writing custom expressions in Rust — you don't have to rely on `map_elements`. Here's a summary:  --- ","Yes — the Polars plugin API is stable as of 1.0. Register Rust (or any cdylib) extensions via `polars.plugins.register_plugin_function(plugin_path=..., function_name=..., args=..., is_elementwise=...)`. Use the `pyo3-polars` cookiecutter template. Plugins are roughly 10-100x faster than `map_element",0.7,0.202,0.0,0.0,10.052,831,486,1317,0.01358,"Covers plugin API, register_plugin_function, pyo3-polars, and map_elements comparison. Missing: stable since 1.0 (says 0"
q-polars-007,thin_harness,"What's the difference between `.over()` with `mapping_strategy=""explode""` vs the default, and when would I use each?","Great, the window functions doc has everything needed. Here's a clear breakdown:  ---  ## `.over()` Mapping Strategies  ### Default: `group_to_rows` Results are mapped **back to their original row positions** — each row gets the value that corresponds to where it sat in the original DataFrame. This is the safe, general-purpose choice when you need per-group context (e.g., ranking, normalization) while keeping the DataFrame's existing row order intact.  ### `mapping_strategy=""explode""` Rows are *","With the default `mapping_strategy=""group_to_rows""`, window-function results stay aligned with their original row positions. With `mapping_strategy=""explode""`, rows belonging to the same partition are grouped together and reordered; this skips position tracking and is typically faster, but reorders ",0.9,0.428,0.0,0.0,12.999,7487,534,8021,0.03352,"Covers all key facts accurately: group_to_rows default/preserves order, explode reorders/faster. Misses mention of join "
q-polars-008,thin_harness,"For an asof join on trades vs quotes where both are sorted by (stock, time) but not globally, does Polars require a global sort?","**No, Polars does not require a global sort.** When you pass `by=""stock""` to `join_asof`, Polars only requires that the `on` column (e.g., `time`) is sorted **within each `by` group** — meaning a per-stock sort is sufficient, exactly matching your `(stock, time)` layout.  If you're already confident your data is sorted that way, you can also pass `check_sortedness=False` to skip the upfront validation and save time on large joins:  ```python df_trades.join_asof(     df_quotes,     on=""time"",    ","No — when you pass `by=""stock""` to `join_asof`, the `on` column only needs to be sorted within each `by` group, not globally. Use `df_trades.join_asof(df_quotes, on=""time"", by=""stock"")`. Pass `check_sortedness=False` to skip the validation pass if your data is already sorted. Rows that exceed `toler",1.0,0.532,0.0,0.0,19.253,6920,458,7378,0.03034,"All four key facts covered: by= relaxes to within-group sort, correct join_asof syntax, check_sortedness=False, and tole"
q-polars-009,thin_harness,What's the best way to fill missing numeric values in between known values with interpolated estimates?,"The best way to fill missing numeric values with interpolated estimates is to use **`.interpolate()`** on the column:  ```python df.with_columns(pl.col(""col2"").interpolate()) ```  This performs **linear interpolation** between neighboring non-null values — for example, a `null` sitting between `1` and `3` would be filled with `2`. As confirmed by Polars maintainer `@ritchie46`, this is the current, stable, and recommended API for this use case. Note that **leading or trailing nulls** (i.e., null","Use `pl.col(""x"").interpolate()` — it performs linear interpolation between neighboring non-null values on numeric columns. Note that leading and trailing nulls are left as null because there is no anchor to interpolate from. This is distinct from `fill_null(strategy=""forward""|""backward"")`, which car",1.0,0.494,0.0,0.0,22.277,6639,408,7047,0.02841,"Answer covers all key facts: interpolate() method, linear interpolation, leading/trailing nulls stay null, numeric colum"
q-polars-010,thin_harness,"What's the difference between how Polars handles null and NaN in a floating-point column, and how do they behave in aggregations like mean?","Great — the handbook has everything needed. Here's a clear breakdown:  ---  ## `null` vs `NaN` in Polars Floating-Point Columns  ### Conceptual Difference - **`null`** is Polars' universal representation of **missing data**, tracked via an internal **validity bitmap** (memory-efficient, O(1) null counts). It applies to *all* dtypes. - **`NaN`** (""Not a Number"") is a **valid IEEE 754 floating-point value** — it is *not* considered missing data by Polars. It only exists in `Float32`/`Float64` colu","Null represents missing data and is tracked via a per-column validity bitmap — it is counted by `null_count` and skipped in aggregations like `mean`/`sum`. NaN is a valid floating-point value, is NOT counted by `null_count`, and propagates through aggregations (mean of a column containing NaN is NaN",1.0,0.405,0.0,0.0,27.462,6337,602,6939,0.0315,"Answer covers all key facts: validity bitmap, null_count ignoring NaN, null skipped/NaN propagates in aggregations, and "
q-polars-001,thick_harness,What's the correct way to group a DataFrame by a column and sum another column in recent Polars? I keep seeing `groupby` in old StackOverflow answers but it doesn't work.,"In recent versions of Polars, the correct method is `group_by` (with an underscore), as `groupby` was renamed in newer releases. To group by a column and sum another, use:  ```python df.group_by(""column_a"").agg(pl.col(""column_b"").sum()) ```  The old `groupby` syntax you see on StackOverflow is outdated and was deprecated/removed in Polars 0.17+. Always refer to the current **Polars API documentation** for up-to-date method names, as the library underwent significant naming convention changes dur","Use `group_by` (with an underscore). The method was renamed from `groupby` to `group_by` in Polars 0.19 and the old name was removed shortly after. Correct usage: `df.group_by(""user_id"").agg(pl.col(""amount"").sum())`.",0.9,0.474,0.0,0.0,43.096,15741,2051,17792,0.08031,"Correct method name and usage shown. Minor inaccuracy: states deprecated in 0.17+ vs golden answer's 0.19, but core fact"
q-polars-002,thick_harness,I want to apply a custom Python function to every row in a Polars column. What's the current method name?,"Great — both sources are fully consistent and the Slack thread is the most recent and authoritative. Here's your complete answer:  ---  ## ✅ The Current Method: `map_elements()`  The method you want is **`map_elements()`**. Here's how to use it:  ```python import polars as pl  def my_custom_fn(value):     return value * 2  # your logic here  df = pl.DataFrame({""x"": [1, 2, 3, 4]})  out = df.select(     pl.col(""x"").map_elements(my_custom_fn, return_dtype=pl.Int64) ) ```  ---  ### ⚠️ What happened ","Use `map_elements` for per-row Python functions, or `map_batches` when you want the whole Series passed at once. The old `apply` method was deprecated in 0.18 and removed in 0.20+. Always pass `return_dtype=...` — for example `pl.col(""x"").map_elements(my_fn, return_dtype=pl.Float64)`.",1.0,0.266,0.0,0.25,34.21,8899,1258,10157,0.04959,"Answer correctly identifies map_elements for per-row, map_batches for whole-Series, apply removed in 0.20+, and emphasiz"
q-polars-003,thick_harness,How do I compute a running total over a column in the current Polars release?,"I don't have access to any Slack threads, handbook docs, or other source materials in this conversation — no documents, retrieval results, or evidence have actually been provided to me. I can only see your question and the draft placeholder text.  Based on my general knowledge of Polars, you can compute a running total using the `cum_sum()` expression. For example: `df.with_columns(pl.col(""value"").cum_sum().alias(""running_total""))`. However, since I cannot cite the specific sources mentioned (""p","Use `cum_sum` (snake_cased) — for example `pl.col(""amount"").cum_sum()`. The old `cumsum` name was deprecated in 0.19.14 and removed in 1.0 as part of snake-casing the whole `cum_*` family (`cum_sum`, `cum_prod`, `cum_min`, `cum_max`, `cum_count`).",0.9,0.167,0.0,0.0,48.629,17365,2310,19675,0.08903,"Correctly identifies cum_sum with underscore and provides correct usage example, though doesn't mention cumsum removal i"
q-polars-004,thick_harness,I'm reshaping a wide DataFrame to long format and `df.melt(...)` is throwing AttributeError on Polars 1.4. What's the right API?,"In Polars 1.4, `DataFrame.melt()` was renamed to **`DataFrame.unpivot()`**. Replace your `df.melt(id_vars=..., value_vars=...)` call with `df.unpivot(index=..., on=...)`, noting that the parameter names also changed (`id_vars` → `index`, `value_vars` → `on`). This is confirmed by the Polars community discussion in the Slack thread **""melt renamed?""** (`polars-thread-005`).","`melt` was renamed to `unpivot` in Polars 1.0. Use `df.unpivot(on=[""a"",""b"",""c""], index=[""date""], variable_name=""variable"", value_name=""value"")`. Note the parameter renames too: `id_vars` became `index` and `value_vars` became `on`.",1.0,0.444,0.0,0.0,48.913,15191,1856,17047,0.07554,"Agent correctly identifies unpivot replacing melt, and both parameter renames (id_vars→index, value_vars→on)."
q-polars-005,thick_harness,"I have a 120 GB NDJSON file and want to filter, group, and write out to Parquet without blowing up memory. What's the right pattern?","## Streaming NDJSON → Filtered/Grouped → Parquet with Polars  The right pattern is to use **Polars' lazy streaming engine** so data flows through in chunks rather than loading everything into RAM at once:  ```python import polars as pl  (     pl.scan_ndjson(""huge_file.ndjson"")   # lazy, no data read yet       .filter(pl.col(""status"") == ""active"")       .group_by(""region"")       .agg(pl.col(""revenue"").sum())       .sink_parquet(""output.parquet"")    # streaming execution, low memory ) ```  ### Key","Use `sink_parquet` directly on the LazyFrame instead of `collect().write_parquet(...)`. Only `sink_*` APIs guarantee end-to-end chunked execution to disk; `collect(engine=""streaming"")` still materializes the final result in memory before writing. Also check `lf.show_graph(engine=""streaming"")` to ver",0.85,0.202,0.0,0.0,56.995,16340,2792,19132,0.09422,Correctly identifies sink_parquet as the key pattern and notes collect() materializes everything. Missing show_graph tip
q-polars-006,thick_harness,"Does Polars have an official plugin API for writing custom expressions in Rust, or do I have to use map_elements?","Yes, Polars has an **official plugin API** for writing custom expressions in Rust — you do not need to fall back to `map_elements`. You can create a Rust crate that exposes functions via the `#[polars_expr]` macro and register them as native expressions, which run without Python overhead and support full parallelism and lazy evaluation. This is documented in the official Polars User Guide under **""Plugins""** (the *Extending Polars* section), which describes the end-to-end workflow of building, c","Yes — the Polars plugin API is stable as of 1.0. Register Rust (or any cdylib) extensions via `polars.plugins.register_plugin_function(plugin_path=..., function_name=..., args=..., is_elementwise=...)`. Use the `pyo3-polars` cookiecutter template. Plugins are roughly 10-100x faster than `map_element",0.5,0.288,0.0,0.0,43.851,15443,1994,17437,0.07878,"Confirms plugin API exists but misses key facts: register_plugin_function API, pyo3-polars cookiecutter, 10-100x speedup"
q-polars-007,thick_harness,"What's the difference between `.over()` with `mapping_strategy=""explode""` vs the default, and when would I use each?","Based on the Polars documentation, `.over()` with `mapping_strategy=""explode""` returns one row per group element in a ""flat"" structure where the aggregated result is exploded back out, while the **default strategy (`""join""`)** broadcasts the aggregated result back to every row in the original DataFrame, preserving the original row count and alignment. Use **`""join""` (default)** when you want to add a group-level aggregate as a new column alongside your existing rows (e.g., subtracting each value","With the default `mapping_strategy=""group_to_rows""`, window-function results stay aligned with their original row positions. With `mapping_strategy=""explode""`, rows belonging to the same partition are grouped together and reordered; this skips position tracking and is typically faster, but reorders ",0.1,0.367,0.0,0.0,58.704,17624,2416,20040,0.09195,Agent incorrectly identifies 'join' as the default and mischaracterizes the strategies. Golden answer states 'group_to_r
q-polars-008,thick_harness,"For an asof join on trades vs quotes where both are sorted by (stock, time) but not globally, does Polars require a global sort?","No, Polars does not require a global sort when using `join_asof` with the `by=""stock""` parameter. As confirmed by Polars maintainer @orlp in pola-rs/polars Discussion #18402 (""Polars Joins Handbook""), the `on` column (e.g., `time`) only needs to be sorted within each group defined by `by`, meaning data sorted by `(stock, time)` is exactly sufficient. The `by=` parameter causes Polars to first exact-match on `stock` and then perform nearest-`time` matching independently within each stock group.","No — when you pass `by=""stock""` to `join_asof`, the `on` column only needs to be sorted within each `by` group, not globally. Use `df_trades.join_asof(df_quotes, on=""time"", by=""stock"")`. Pass `check_sortedness=False` to skip the validation pass if your data is already sorted. Rows that exceed `toler",0.85,0.38,0.0,0.0,56.11,16138,2865,19003,0.09366,"Covers by= relaxes sort requirement and join_asof usage correctly, but misses check_sortedness=False and tolerance→null "
q-polars-009,thick_harness,What's the best way to fill missing numeric values in between known values with interpolated estimates?,"Excellent — I now have everything needed for a comprehensive, well-sourced answer. Here it is:  ---  # Filling Missing Numeric Values with Interpolation in Polars  ## ✅ The Recommended Method: `.interpolate()`  The canonical, current way to fill in-between missing numeric values with interpolated estimates is:  ```python import polars as pl  df = pl.DataFrame({     ""col1"": [0.5, 1, 1.5, 2, 2.5],     ""col2"": [1, None, 3, None, 5], })  df.with_columns(pl.col(""col2"").interpolate()) # col2 becomes [","Use `pl.col(""x"").interpolate()` — it performs linear interpolation between neighboring non-null values on numeric columns. Note that leading and trailing nulls are left as null because there is no anchor to interpolate from. This is distinct from `fill_null(strategy=""forward""|""backward"")`, which car",1.0,0.173,0.0,0.25,32.865,10988,1846,12834,0.06605,"Answer covers all key facts: interpolate() for linear interpolation, leading/trailing nulls stay null, numeric columns o"
q-polars-010,thick_harness,"What's the difference between how Polars handles null and NaN in a floating-point column, and how do they behave in aggregations like mean?","Great — the handbook document is comprehensive and directly answers the question. Here is a full explanation:  ---  ## Polars: `null` vs `NaN` in Floating-Point Columns  > *Source: **Null and Missing Data Handling** (Polars Handbook, 2026-01-01)*  Polars makes a **sharp, intentional distinction** between `null` and `NaN`. They are not interchangeable.  ---  ### 🔵 `null` — Missing Data  - Represents the **absence of a value** and applies to **all dtypes** (integers, strings, floats, etc.). - Trac","Null represents missing data and is tracked via a per-column validity bitmap — it is counted by `null_count` and skipped in aggregations like `mean`/`sum`. NaN is a valid floating-point value, is NOT counted by `null_count`, and propagates through aggregations (mean of a column containing NaN is NaN",1.0,0.233,0.0,0.0,31.116,7428,1694,9122,0.05318,"Answer covers all key facts: validity bitmap, null_count ignores NaN, null skipped/NaN propagates in aggregations, fill_"
